"TOA5","CR200Series","CR200X","No_SN","CR200X.Std.02","estacaoAtual.CR2","15733","Table1"
"TIMESTAMP","RECORD","BP_mbar_Max","BP_mbar_Min","Rain_mm_Tot","AirTC_Max","AirTC_Min","RH_Max","RH_Min","SlrkJ_Tot","TdC_Max","TdC_Min","AirTC_Avg","RH_Avg","WS_ms_Avg","SlrkJ_Avg","ETo"
"TS","RN","mbar","mbar","mm","Deg C","Deg C","%","%","kJ/m^2","Deg C","Deg C","Deg C","%","meters/sec","kJ/m^2",""
"","","Max","Min","Tot","Max","Min","Max","Min","Tot","Max","Min","Avg","Avg","Avg","Avg","ETo"
"2018-11-01 00:00:00",35269,620.0825,599.7344,0,24.163,23.732,85.855,83.023,3901.491,21.33551,21.08576,24.01662,84.4054,1.160069,10.83747,0.01777482
"2018-11-01 01:00:00",35270,620.2869,599.8046,0,23.742,23.271,88.773,85.742,3993.431,21.39285,21.13623,23.43169,87.50906,0.3643749,11.09286,0.008602436
"2018-11-01 02:00:00",35271,620.1893,599.7802,0,23.331,23.11,90.212,88.682,4462.255,21.50421,21.29941,23.23187,89.5523,0.8127082,12.39515,0.01138137
"2018-11-01 03:00:00",35272,620.3389,599.8046,0,23.241,22.83,91.312,89.77,4276.505,21.50997,21.31635,23.03255,90.54584,0.4897221,11.87918,0.00862342
"2018-11-01 04:00:00",35273,600.9127,599.829,0,22.85,21.676,95.039,91.254,3645.051,21.39112,20.77134,22.26296,93.1123,0,10.12514,0.004397506
"2018-11-01 05:00:00",35274,600.0702,599.7833,0,21.817,21.316,96.359,94.486,3279.07,21.09265,20.53344,21.62661,95.49447,0,9.108529,0.003951226
"2018-11-01 06:00:00",35275,600.0916,599.826,0,23.222,21.716,95.046,90.316,4376.176,21.6071,20.83041,22.05998,93.90256,0.05347222,12.15604,0.005433266
"2018-11-01 07:00:00",35276,620.2045,599.7772,0,26.238,23.212,90.262,71.15,4783.547,21.80549,20.45792,24.56456,82.0168,2.220209,13.28763,0.04507164
"2018-11-01 08:00:00",35277,620.0549,599.7344,0,27.958,25.705,72.554,61.291,3842.042,20.70961,19.47734,26.72295,67.16,2.923333,10.67234,0.09475976
"2018-11-01 09:00:00",35278,620.3877,599.7344,0,29.779,27.136,62.49,52.195,4936.118,20.23598,18.7169,28.47245,57.44296,3.111458,13.71144,0.1336355
"2018-11-01 10:00:00",35279,620.3969,599.7497,0,31.298,29.228,53.349,46.357,9654.473,19.63462,18.17122,30.40282,49.69721,2.416598,26.81798,0.1419124
"2018-11-01 11:00:00",35280,620.5464,599.765,0,33.567,30.13,49.585,41.181,16826.37,19.48278,17.77921,31.82502,44.91869,2.65611,46.7399,0.183731
"2018-11-01 12:00:00",35281,619.9084,599.8107,0,34.525,31.958,44.689,38.663,19152.68,19.17781,17.76163,33.35379,41.17043,2.258264,53.20189,0.1822543
"2018-11-01 13:00:00",35282,620.5311,599.765,0,35.093,32.029,44.234,36.552,18868.01,19.38019,17.74055,33.63016,40.40184,2.192985,52.41114,0.1806458
"2018-11-01 14:00:00",35283,601.7918,599.829,0,35.873,33.437,40.33,33.933,17618.9,18.82277,17.25896,34.63189,37.26747,1.997777,48.9414,0.1763525
"2018-11-01 15:00:00",35284,620.2991,599.8046,0,36.021,33.996,37.259,32.454,15474.1,18.34328,15.96761,35.16054,34.61382,1.345903,42.98361,0.1352163
"2018-11-01 16:00:00",35285,600.9493,599.7497,0,35.513,33.007,36.636,31.848,13391.85,17.42218,15.85448,34.5057,33.94838,1.545694,37.19958,0.1441723
"2018-11-01 17:00:00",35286,620.0855,599.7833,0,34.205,33.046,37.055,33.319,15676.76,16.63883,15.52697,33.62969,34.88165,0.7833332,43.54655,0.09392288
"2018-11-01 18:00:00",35287,620.3877,599.9329,0,33.289,30.56,41.154,34.623,17087.43,16.1582,14.81527,31.8881,37.15595,0.1848611,47.46508,0.005789693
"2018-11-01 19:00:00",35288,620.6807,599.7344,0,30.701,28.529,57.008,41.115,15964.42,19.24854,15.84255,29.68219,50.57765,2.180694,44.3456,0.09622853
"2018-11-01 20:00:00",35289,619.9725,599.9359,0,28.541,26.808,63.934,57.005,9051.139,19.43177,19.11214,27.58197,60.23336,2.042014,25.14205,0.06750759
"2018-11-01 21:00:00",35290,620.7509,599.7222,0,26.828,25.646,68.558,63.937,4770.173,19.65491,19.32374,26.13426,66.80823,1.928056,13.25048,0.05014131
"2018-11-01 22:00:00",35291,620.3267,599.8565,0,25.686,24.632,77.094,68.23,3421.681,20.40309,19.36909,25.17615,72.61571,1.421042,9.50467,0.03296665
"2018-11-01 23:00:00",35292,620.3602,599.826,0,24.674,24.202,85.773,76.918,3251.591,21.72528,20.35218,24.40952,82.50459,1.102917,9.032197,0.01854354
"2018-11-02 00:00:00",35293,620.2656,599.829,0,24.234,23.893,87.176,85.598,3533.726,21.73574,21.54563,24.09969,86.11384,1.712569,9.815905,0.01974128
"2018-11-02 01:00:00",35294,620.2259,599.7497,0,23.922,23.572,89.035,87.031,3823.41,21.72224,21.44505,23.70759,87.94121,0.7825002,10.62058,0.0117741
"2018-11-02 02:00:00",35295,600.8883,599.7222,0,23.832,23.411,89.898,88.363,4400.85,21.83581,21.64478,23.70304,88.84055,1.893472,12.22458,0.01776145
"2018-11-02 03:00:00",35296,600.8883,599.7344,0,23.411,22.83,92.271,89.76,4283.797,21.6669,21.45903,23.18735,90.63811,1.225278,11.89944,0.01250086
"2018-11-02 04:00:00",35297,600.9036,599.884,0,22.85,22.268,95.474,92.012,4192.431,21.69437,21.41072,22.51251,93.88166,0.1227778,11.64564,0.005571913
"2018-11-02 05:00:00",35298,619.7772,599.8871,0,22.509,21.888,97.281,94.564,4078.176,21.61627,21.32871,22.11938,96.09562,0,11.32827,0.004861756
"2018-11-02 06:00:00",35299,600.2076,599.8748,0,22.92,22.007,97.266,94.332,4990.101,21.98165,21.56058,22.30251,96.1767,0.005555556,13.86139,0.005901526
"2018-11-02 07:00:00",35300,600.931,599.7833,0,24.382,22.92,94.281,84.508,4931.828,22.3001,21.52563,23.76927,89.11586,1.434653,13.69952,0.02419879
"2018-11-02 08:00:00",35301,619.9695,599.7344,0,26.658,24.375,84.542,72.16,4473.597,21.88554,20.94393,25.53344,78.40988,1.797917,12.42666,0.04547918
"2018-11-02 09:00:00",35302,620.2411,599.7955,0,29.56,25.897,74.617,57.074,3922.749,21.61484,19.89882,27.94039,65.10669,2.403126,10.89652,0.08832034
"2018-11-02 10:00:00",35303,620.0427,599.7314,0,30.9,28.098,61.349,50.822,5169.628,20.56838,19.27551,29.38139,56.77191,2.449585,14.36008,0.1148063
"2018-11-02 11:00:00",35304,619.8718,599.8199,0,32.976,29.59,55.073,42.937,12182.49,20.13107,18.37981,31.7195,48.06329,2.55639,33.84025,0.1609727
"2018-11-02 12:00:00",35305,620.3969,599.8107,0,34.665,32.348,46.228,39.579,18526.74,20.04144,18.36617,33.5676,42.4604,2.122778,51.46317,0.1710425
"2018-11-02 13:00:00",35306,620.0458,599.6978,0,36.201,34.056,42.341,34.125,19017.47,19.56173,17.46862,34.93055,37.47149,2.154652,52.8263,0.1893461
"2018-11-02 14:00:00",35307,620.4579,599.7344,0,36.871,35.054,37.929,30.794,15918.95,18.68419,16.66417,35.95557,33.90332,1.655487,44.21932,0.160374
"2018-11-02 15:00:00",35308,620.2503,599.8229,0,37.238,35.632,34.744,30.394,11858.05,18.12535,16.46914,36.51617,31.80808,1.771875,32.93904,0.1650195
"2018-11-02 16:00:00",35309,620.5769,599.8443,0,37.217,35.423,32.449,28.822,10405.41,17.09784,15.89941,36.31332,30.88464,1.554098,28.90392,0.1473255
"2018-11-02 17:00:00",35310,620.2045,599.7497,0,35.484,33.677,35.147,31.864,11688.02,16.47588,15.88978,34.17864,34.13696,0.765625,32.46672,0.08507226
"2018-11-02 18:00:00",35311,620.6197,599.8077,0,33.736,30.68,47.886,34.867,16294.69,18.74503,16.0984,32.14856,43.42339,1.834722,45.26302,0.109042
"2018-11-02 19:00:00",35312,620.1282,599.9359,0,30.66,28.859,47.902,46.085,17633.75,18.35135,16.5167,29.6961,46.96112,2.592916,48.98264,0.1137098
"2018-11-02 20:00:00",35313,620.4579,599.7375,0,28.85,27.188,60.701,47.226,16219.53,18.96145,16.35542,28.11599,51.16486,2.006319,45.05424,0.0875174
"2018-11-02 21:00:00",35314,620.6533,599.8443,0,27.178,25.406,73.65,60.729,7287.156,20.40445,18.93385,26.18988,68.7653,2.115625,20.2421,0.05213692
"2018-11-02 22:00:00",35315,620.2747,599.8748,0,25.416,24.664,81.783,73.676,3609.822,21.37825,20.37099,25.00828,78.38504,2.216319,10.02728,0.03468597
"2018-11-02 23:00:00",35316,620.3969,599.7497,0,24.703,24.394,84.64,81.695,3293.142,21.72328,21.34577,24.50491,83.85023,1.562361,9.147617,0.02139161
"2018-11-03 00:00:00",35317,620.0458,599.7344,0,24.494,24.273,85.949,84.13,3784.357,21.85,21.58743,24.38367,85.13802,1.5625,10.5121,0.02025401
"2018-11-03 01:00:00",35318,620.3052,599.7527,0,24.304,24.083,87.094,85.781,3862.107,21.88811,21.72347,24.17964,86.40686,0.6965975,10.72808,0.01219601
"2018-11-03 02:00:00",35319,620.0336,599.7344,0,24.154,23.872,89.078,87.088,4268.363,22.01021,21.86506,24.03119,88.06406,1.516944,11.85656,0.01689584
"2018-11-03 03:00:00",35320,600.9158,599.7497,0,23.893,23.642,90.246,89.048,4243.012,22.05247,21.92266,23.74651,89.86558,1.338611,11.78614,0.01393365
"2018-11-03 04:00:00",35321,619.9115,599.7344,0,23.802,23.552,90.188,89.628,4399.811,22.07803,21.86037,23.7321,89.9408,1.076111,12.2217,0.01266574
"2018-11-03 05:00:00",35322,619.9603,599.7497,0,23.832,23.582,90.064,88.949,4619.008,21.95737,21.79105,23.70349,89.5319,1.10757,12.83058,0.01336966
"2018-11-03 06:00:00",35323,620.2259,599.7497,0,23.984,23.572,89.792,88.623,4760.881,22.11845,21.76135,23.74217,89.4273,0.9359725,13.22467,0.01262456
"2018-11-03 07:00:00",35324,601.3737,599.826,0,25.355,23.964,88.714,77.844,4494.967,22.03176,21.04787,24.52344,82.71909,1.94368,12.48602,0.03943394
"2018-11-03 08:00:00",35325,600.9036,599.7497,0,28.278,25.255,77.878,63.182,3964.402,21.31481,20.49254,26.23874,72.16064,2.838751,11.01223,0.07903723
"2018-11-03 09:00:00",35326,620.3511,599.7344,0,30.26,27.178,64.855,53.148,4014.4,20.96418,19.12042,28.62373,59.42167,3.015626,11.15111,0.1234528
"2018-11-03 10:00:00",35327,620.4457,599.7955,0,31.958,28.701,56.945,46.918,8587.118,19.81091,18.54488,30.02775,52.20653,2.856458,23.85311,0.1506588
"2018-11-03 11:00:00",35328,620.2411,599.7802,0,33.158,30.279,51.214,42.328,15548.82,19.61611,18.29895,31.55631,47.16516,2.789167,43.19118,0.1803252
"2018-11-03 12:00:00",35329,620.6197,599.8107,0,35.013,31.938,45.624,36.55,19341.3,19.6721,17.53687,33.29392,41.19699,2.772986,53.72583,0.2101626
"2018-11-03 13:00:00",35330,620.6044,599.7283,0,35.694,33.226,40.194,33.542,18202.63,19.35865,16.57554,34.73148,36.62978,2.24125,50.56286,0.1943956
"2018-11-03 14:00:00",35331,620.6349,599.7802,0,36.64,34.236,36.667,32.048,14538.81,18.35205,16.41446,35.42259,34.25118,2.283125,40.38559,0.1972487
"2018-11-03 15:00:00",35332,620.2503,599.7375,0,37.039,34.923,34.16,30.934,11951.92,17.73119,16.48959,36.12004,32.6253,2.266249,33.19976,0.1967724
"2018-11-03 16:00:00",35333,620.3694,599.7466,0,36.57,34.146,34.841,31.038,10488.57,17.38211,16.14066,35.45027,32.88211,1.991042,29.13491,0.1724868
"2018-11-03 17:00:00",35334,620.1679,599.8535,0,35.832,33.267,37.558,31.824,12133.78,17.20886,16.32297,34.33406,35.24552,1.877707,33.70494,0.1606184
"2018-11-03 18:00:00",35335,620.525,599.7497,0,33.289,31.458,40.689,37.132,15281.55,16.81774,16.24212,32.34543,38.69906,1.746111,42.44875,0.1124443
"2018-11-03 19:00:00",35336,620.4091,599.8321,0,31.451,28.74,60.856,40.322,16450.37,20.4963,16.1796,30.08896,51.68013,2.542083,45.69546,0.1039758
"2018-11-03 20:00:00",35337,620.5831,599.71,0,28.75,26.678,72.474,60.886,6604.584,21.412,20.47061,27.50816,68.38937,2.464791,18.34607,0.05903226
"2018-11-03 21:00:00",35338,620.3969,599.768,0,26.699,25.676,79.476,72.496,3441.236,21.90411,21.31218,26.11752,76.09973,2.114653,9.55899,0.03817343
"2018-11-03 22:00:00",35339,620.3389,599.765,0,25.807,25.615,81.344,79.476,3099.913,22.29815,21.88988,25.70075,80.58257,1.635972,8.610868,0.02654758
"2018-11-03 23:00:00",35340,620.232,599.7894,0,25.856,25.615,81.758,79.878,3651.386,22.32505,22.08594,25.75575,80.75122,1.928472,10.14274,0.02954204
"2018-11-04 00:00:00",35341,620.2991,599.7344,0,25.917,25.756,80.535,79.546,3994.729,22.23612,21.96809,25.82589,79.93449,2.231667,11.09647,0.03364447
"2018-11-04 01:00:00",35342,600.9402,599.8718,0,25.807,25.634,80.132,79.218,4011.368,22.034,21.84433,25.70989,79.66302,1.890277,11.14269,0.03092777
"2018-11-04 02:00:00",35343,620.2778,599.9207,0,25.724,25.436,81.058,79.189,3887.675,21.98677,21.81432,25.59797,79.98064,1.652292,10.7991,0.0280268
"2018-11-04 03:00:00",35344,620.061,599.7375,0,25.537,25.275,80.808,79.398,3786.293,21.96859,21.60279,25.42969,80.14839,1.6375,10.51748,0.02746165
"2018-11-04 04:00:00",35345,600.9554,599.8138,0,25.416,24.966,81.058,77.058,3434.283,21.65201,21.06014,25.21875,79.17213,1.606805,9.539676,0.02787076
"2018-11-04 05:00:00",35346,620.3633,599.8565,0,25.224,24.404,85.176,80.49,3599.749,21.89831,21.22715,24.75588,82.83988,1.451945,9.999303,0.02200796
"2018-11-04 06:00:00",35347,600.812,599.8351,0,24.995,24.214,82.216,75.938,3731.55,21.25757,20.44618,24.48137,80.13662,2.293473,10.36542,0.03226571
"2018-11-04 07:00:00",35348,600.8669,599.7497,0,26.699,24.995,76.058,69.594,3445.761,20.8836,20.36913,25.74297,73.25243,2.91625,9.571559,0.07601094
"2018-11-04 08:00:00",35349,620.0671,599.7314,0,29.1,26.468,69.812,58.871,3414.491,20.83443,20.08113,27.53747,65.33603,3.640833,9.484696,0.119392
"2018-11-04 09:00:00",35350,620.2564,599.8107,0,30.59,27.618,63.73,53.219,4380.853,20.7307,19.45897,28.90159,59.2077,3.494792,12.16904,0.1408473
"2018-11-04 10:00:00",35351,620.3144,599.7222,0,31.618,29.109,56.728,5,8823.067,20.31766,-13.17915,30.11034,52.55982,2.953263,24.50852,0.1541864
"2018-11-04 11:00:00",35352,620.4121,599.7466,0,32.878,30,51.524,43.79,13941.33,19.47764,18.08015,31.42439,47.17746,2.339445,38.72592,0.1557871
